city,center,year,month,day,weekday,menus
守谷市,Aブロック,2026,3,2,月,りっちゃんサラダ、豆乳プリンタルト、ごはん、ぶたキムチ
守谷市,Bブロック,2026,3,2,月,パプリカのサラダ、ポークカレー、ちらしずし、🌸、ひなまつり献立、ますのねぎみそ焼き、菜の花のからしあえ
守谷市,Cブロック,2026,3,2,月,はなふのすまし汁、ひなあられ、ごはん、🌸、日本の料理献立【広島県】🌸、がんす（かまぼこフライ）
守谷市,Aブロック,2026,3,3,火,寒天サラダ、ワンタンスープ、ちらしずし、🌸、ひなまつり献立、ますのねぎみそ焼き、菜の花のからしあえ
守谷市,Bブロック,2026,3,3,火,はなふのすまし汁、ひなあられ、ごはん、ぶたキムチ
守谷市,Cブロック,2026,3,3,火,じゃがいものそぼろに、けんちん汁、ごはん、のむヨーグルト、とりささみカツ
守谷市,Aブロック,2026,3,4,水,はなふのすまし汁、ひなあられ、ごはん、のむヨーグルト、とりささみカツ
守谷市,Bブロック,2026,3,4,水,寒天サラダ、ワンタンスープ、ソフトめん、ちくわの磯辺あげ（１本２本）、ブロッコリーと豆のサラダ
守谷市,Cブロック,2026,3,4,水,水菜とパプリカのサラダ、ポークカレー、ごはん、ぶたキムチ
守谷市,Aブロック,2026,3,5,木,水菜とパプリカのサラダ、ポークカレー、ソフトめん、ちくわの磯辺あげ（１本２本）、ブロッコリーと豆のサラダ
守谷市,Bブロック,2026,3,5,木,とりだしうどん汁、コッペパン、ハンバーグたまねぎソース、花野菜サラダ
守谷市,Cブロック,2026,3,5,木,寒天サラダ、ワンタンスープ、手作りソース焼きそば、メンチカツ
守谷市,Aブロック,2026,3,6,金,とりだしうどん汁、ごはん、🌸、日本の料理献立【福井県】🌸、手作りさばのうめに
守谷市,Bブロック,2026,3,6,金,かぶの米粉クリームシチュー、いちごジャム、ごはん、いわしのからあげ
守谷市,Cブロック,2026,3,6,金,りっちゃんサラダ、豆乳プリンタルト、わかめごはん、とり肉のからあげ、ごぼうサラダ
守谷市,Aブロック,2026,3,9,月,ぶた肉とれんこんのごまいため、打ち豆汁、コッペパン、ハンバーグたまねぎソース
守谷市,Bブロック,2026,3,9,月,肉とうふ、わかめと大根のみそ汁、手作りソース焼きそば、メンチカツ
守谷市,Cブロック,2026,3,9,月,お祝いすまし汁、お祝いいちごクレープ、黒パン、ぶた肉とセロリのケチャップいため
守谷市,Aブロック,2026,3,10,火,花野菜サラダ、かぶの米粉クリームシチュー、いちごジャム、ごはん、🌸、日本の料理献立【広島県】🌸、がんす（かまぼこフライ）
守谷市,Bブロック,2026,3,10,火,りっちゃんサラダ、豆乳プリンタルト、ごはん、🌸、手作りさばのうめに
守谷市,Aブロック,2026,3,11,水,じゃがいものそぼろに、けんちん汁、ごはん、とうふナゲット（２こ３こ）
守谷市,Bブロック,2026,3,11,水,ぶた肉とれんこんのごまいため、打ち豆汁、ごはん、ヤンニョムチキン
守谷市,Cブロック,2026,3,11,水,たまごのミモザサラダ、しょうがスープ、ごはん、🌸、日本の料理献立【福井県】🌸、手作りさばのうめに
守谷市,Aブロック,2026,3,12,木,ナタデココフルーツゼリーあえ、ハヤシシチュー
守谷市,Bブロック,2026,3,12,木,ナムル、五目スープ
守谷市,Cブロック,2026,3,12,木,ぶた肉とれんこんのごまいため、打ち豆汁
守谷市,Aブロック,2026,3,13,金,ごぼうサラダ、お祝いすまし汁、黒パン、🌸、卒業お祝い献立🌸、ぶた肉とセロリのケチャップいため
守谷市,Bブロック,2026,3,13,金,たまごのミモザサラダ、しょうがスープ、わかめご飯、🌸、とり肉のからあげ、ごぼうサラダ
守谷市,Cブロック,2026,3,13,金,ブロッコリーと豆のサラダ、とりだしうどん汁、ごはん、とうふナゲット（３こ）
守谷市,Aブロック,2026,3,16,月,たまごのミモザサラダ、しょうがスープ、お祝いいちごクレープ、ごはん、ヤンニョムチキン
守谷市,Bブロック,2026,3,16,月,お祝いすまし汁、お祝いいちごクレープ、ごはん、🌸、日本の料理献立【広島県】🌸、がんす(かまぼこフライ）
守谷市,Cブロック,2026,3,16,月,ナタデココフルーツゼリーあえ、ハヤシシチュー、ごはん、いわしのからあげ
守谷市,Cブロック,2026,3,17,火,肉どうふ、わかめと大根のみそ汁、コッペパン、ハンバーグたまねぎソース
守谷市,Aブロック,2026,3,18,水,ナムル、五目スープ、ごはん、いわしのからあげ
守谷市,Bブロック,2026,3,18,水,じゃがいものそぼろに、けんちん汁、ごはん、とうふナゲット（２こ３こ）
守谷市,Cブロック,2026,3,18,水,花野菜サラダ、かぶの米粉クリームシチュー、いちごジャム、ごはん、ヤンニョムチキン
守谷市,Aブロック,2026,3,19,木,肉とうふ、わかめと大根のみそ汁、ごはん、とうふハンバーグおろしソース
守谷市,Bブロック,2026,3,19,木,ナタデココフルーツゼリーあえ、ハヤシシチュー、ごはん、とり肉のくわ焼き
守谷市,Cブロック,2026,3,19,木,ナムル、五目スープ、ごはん、さわらの西京焼き
守谷市,Aブロック,2026,3,23,月,あおのりポテト、きのこのすまし汁
守谷市,Bブロック,2026,3,23,月,三色ナムル、根菜と厚あげのすまし汁、お申し出ください。
守谷市,Cブロック,2026,3,23,月,ひじきと大豆のにもの、根菜のすまし汁
