city,center,year,month,day,weekday,menus
つくばみらい市,A中学校,2026,5,1,金,わかめとツナのサラダ、白菜のみそ汁、★柏餅、幼オレンジゼリー
つくばみらい市,A幼稚園・小学校,2026,5,1,金,わかめとツナのサラダ、まぐろあぶらづけ、あぶらあげ、はくさいのみそしる、みそ、★オレンジゼリー（よう）、★かしわもち（しょう）、あずき
つくばみらい市,B小学校,2026,5,1,金,とりにくとだいずのあげに、とりにく、キャベツとかまぼこのサラダ、かまぼこ、あぶらあげ、じゃがいものみそしる、みそ、★かしわもち、あずき
つくばみらい市,A中学校,2026,5,7,木,チーズオムレツ、ごぼうサラダ、キャベツのスープ
つくばみらい市,A幼稚園・小学校,2026,5,7,木,チーズオムレツ、けいらん、ごぼうサラダ、キャベツのスープ、とりにく
つくばみらい市,B小学校,2026,5,7,木,かつおメンチカツ、パックソース、かつお、たけのこのとさに、かつおぶし、ぶたにく、にらとぶたにくのみそしる
つくばみらい市,A中学校,2026,5,8,金,牛乳、かつおメンチカツ、パックソース、たけのこの土佐煮、にらと豚肉のみそ汁
つくばみらい市,A幼稚園・小学校,2026,5,8,金,かつおメンチカツ、パックソース、かつお、あぶらあげ、たけのこのとさに、かつおぶし、ぶたにく、にらとぶたにくのみそしる、みそ
つくばみらい市,B小学校,2026,5,8,金,チーズオムレツ、けいらん、ごぼうサラダ、キャベツのスープ、とりにく
つくばみらい市,A中学校,2026,5,11,月,子持ちししゃもフリッタ―、ツナサラダ、チキンカレー
つくばみらい市,A幼稚園・小学校,2026,5,11,月,こもちししゃもフリッタ―、ツナサラダ、まぐろあぶらづけ、とりにく、チキンカレー、だいず
つくばみらい市,B小学校,2026,5,11,月,ビビンバのぐ、たべましょう。、ぶたにく、（ぶたそぼろ）、ビビンバのぐ（ナムル）、わかめスープ、なると
つくばみらい市,A中学校,2026,5,12,火,鶏肉のごまみそかけ、キャベツとちくわののりサラダ、キムチスープ
つくばみらい市,A幼稚園・小学校,2026,5,12,火,キャベツとちくわののりサラダ、ちくわ、キムチスープ、ぶたにく
つくばみらい市,B小学校,2026,5,12,火,やさいコロッケ、パックソース、だいず、こまつなとささみのサラダ、とりささみみずに、ドレッシング、あぶらあげ、あぶらあげのみそしる、みそ
つくばみらい市,A中学校,2026,5,13,水,野菜コロッケ、パックソース、小松菜とささみのサラダ、ドレッシング、油揚げのみそ汁
つくばみらい市,A幼稚園・小学校,2026,5,13,水,やさいコロッケ、パックソース、だいず、こまつなとささみのサラダ、とりささみみずに、ドレッシング、あぶらあげ、あぶらあげのみそしる、みそ
つくばみらい市,B小学校,2026,5,13,水,キャベツとちくわののりサラダ、ちくわ、キムチスープ、ぶたにく
つくばみらい市,A中学校,2026,5,14,木,肉団子トマトソース（２）、ハムとひじきのマリネ、クリームスープ
つくばみらい市,A幼稚園・小学校,2026,5,14,木,ハムとひじきのマリネ、ハム、クリームスープ、ベーコン
つくばみらい市,B小学校,2026,5,14,木,いわしカリカリフライ、とりささみみずに、はくさいとささみのあえもの、かつおぶし、とりにく、たまねぎとなまあげのみそしる、かつおぶし
つくばみらい市,A中学校,2026,5,15,金,いわしカリカリフライ（２）、白菜とささみのあえもの、玉ねぎと生揚げのみそ汁
つくばみらい市,A幼稚園・小学校,2026,5,15,金,いわしカリカリフライ、とりささみみずに、はくさいとささみのあえもの、かつおぶし、とりにく、たまねぎとなまあげのみそしる、かつおぶし
つくばみらい市,B小学校,2026,5,15,金,ハムとひじきのマリネ、ハム、クリームスープ、ベーコン
つくばみらい市,A中学校,2026,5,18,月,牛乳、鶏肉と大豆の揚げ煮、キャベツとかまぼこのサラダ、じゃが芋のみそ汁
つくばみらい市,A幼稚園・小学校,2026,5,18,月,とりにくとだいずのあげに、キャベツとかまぼこのサラダ、かまぼこ、あぶらあげ、じゃがいものみそしる、みそ
つくばみらい市,B小学校,2026,5,18,月,わふうとうふハンバーグ、とうふ、わかめとツナのサラダ、まぐろあぶらづけ、あぶらあげ、はくさいのみそしる、みそ
つくばみらい市,A中学校,2026,5,19,火,春巻き、切り干し大根の中華あえ、えのきたけのスープ
つくばみらい市,A幼稚園・小学校,2026,5,19,火,はるまき、ぶたにく、きりぼしだいこんのちゅうかあえ、ハム、とりにく、えのきたけのスープ、なると
つくばみらい市,B小学校,2026,5,19,火,ぶたにく、じゃがいものカレーに、さつまあげ、けいらん、かきたまじる、なまあげ、★ヨーグルト
つくばみらい市,A中学校,2026,5,20,水,じゃがいものカレー煮、かきたま汁
つくばみらい市,A幼稚園・小学校,2026,5,20,水,じゃがいものカレーに、さつまあげ、けいらん、かきたまじる、なまあげ、★ヨーグルト
つくばみらい市,B小学校,2026,5,20,水,はるまき、きりぼしだいこんのちゅうかあえ、ハム、とりにく、えのきたけのスープ
つくばみらい市,A中学校,2026,5,21,木,鶏肉と玉ねぎのトマト煮、ブロッコリーとキャベツのサラダ、白菜のコンソメスープ
つくばみらい市,A幼稚園・小学校,2026,5,21,木,とりにくとたまねぎのトマトに、とりにく、ブロッコリーとキャベツのサラダ、まぐろあぶらづけ、はくさいのコンソメスープ、とりにく
つくばみらい市,B小学校,2026,5,21,木,めばるのたつたあげ、めばる、のりずあえ、まぐろあぶらづけ、ぶたにく、とんじる、かつおぶし
