city,center,year,month,day,weekday,menus
つくば市,すこやか給食センター豊里,2026,5,1,金,バターパン、牛乳 ココアシロップ、ハッシュドポテト、アスパラガスとえびのサラダ （フレンチしろドレッシング）、チリコンカン
つくば市,ほがらか給食センター谷田部,2026,5,1,金,つくばこめこパン 牛乳、ハンバーグトマトソース、コールスローサラダ （コールスロードレッシング）、ジュリエンヌスープ
つくば市,桜学校給食センター,2026,5,1,金,ごはん 牛乳、ハンバーグバーベキューソース、れんこんサラダ （わふうクリーミードレッシング）、アルファベットスープ、こどものひデザート
つくば市,筑波学校給食センター,2026,5,1,木,やきそば、クロワッサン（幼なし）、とうふナゲット（幼１個小中職２個）、コーンサラダ （しおちゅうかドレッシング）、こどものひデザート
つくば市,筑波学校給食センター,2026,5,4,月,みどりの日
つくば市,筑波学校給食センター,2026,5,5,火,こどもの日
つくば市,筑波学校給食センター,2026,5,6,水,振替休日
つくば市,すこやか給食センター豊里,2026,5,7,木,ごはん、ぶたにくのしょうがいため、ごぼうとひじきのサラダ （ごまクリーミードレッシング）、なめこのみそしる
つくば市,ほがらか給食センター谷田部,2026,5,7,木,ごはん 牛乳、いかのレモンあげ、ポテトサラダ （サウザンアイランドドレッシング）、にくだんごのスープ
つくば市,桜学校給食センター,2026,5,7,木,ごはん、チキンみそカツ、アスパラガスとカリフラワーのサラダ （げんえんわふうドレッシング）、とうふとわかめのみそしる
つくば市,筑波学校給食センター,2026,5,7,木,ごはん、アジフライ（ソース）、アスパラガスのサラダ （コーンクリーミードレッシング）、とうふとこまつなのみそしる
つくば市,すこやか給食センター豊里,2026,5,8,金,ごはん、のむヨーグルト（いちご）※、いかフライ、にんじんサラダ （イタリアンドレッシング）、こまったさんのポークカレー
つくば市,ほがらか給食センター谷田部,2026,5,8,金,カレーうどん（ソフトめん）、ふっくらやきかまぼこ、こまつなのポンずあえ（ポンず）、アロエヨーグルト
つくば市,桜学校給食センター,2026,5,8,金,ごはん、牛乳（コーヒーシロップ）、だしまきたまご、ちくわのサラダ （たまねぎドレッシング）、にくじゃが
つくば市,筑波学校給食センター,2026,5,8,金,コッペパン、コーヒー牛乳（牛乳・コーヒー牛乳のもと）、フランクフルトチリソース、はくさいとだいずのサラダ （サウザンアイランドドレッシング）、やさいのスープ
つくば市,すこやか給食センター豊里,2026,5,11,月,ごはん、ぎょうざ（幼１こ、小中職２こ）、キムタクきんぴら、こまつなとはるさめのスープ
つくば市,ほがらか給食センター谷田部,2026,5,11,月,ごはん 牛乳、あつやきたまご、じゃこサラダ （げんえんわふうドレッシング）、とりごぼうじる
つくば市,桜学校給食センター,2026,5,11,月,しょくパン（いちごジャム）、さけのスパイスマヨネーズやき、ビーンズサラダ （サウザンアイランドドレッシング）、とりだんごスープ
つくば市,筑波学校給食センター,2026,5,11,月,ごはん、コーンしゅうまい （幼小２個中職３個）、ささみとわかめのナムル、マーボーどうふ
つくば市,すこやか給食センター豊里,2026,5,12,火,くろパン、スパイシートマトチキン、はるやさいのシチュー、フルーツあえ
つくば市,ほがらか給食センター谷田部,2026,5,12,火,ごはん 牛乳、さばのみりんぼし、いんげんのごまあえ、はるだいこんのみそしる
つくば市,桜学校給食センター,2026,5,12,火,チキンキーマカレーライス （むぎごはん）、フライドポテト、りっちゃんサラダ （げんえんわふうドレッシング）
つくば市,筑波学校給食センター,2026,5,12,火,ごはん、とりにくのしおこうじフライ、さつまいものサラダ （わふうクリーミードレッシング）、あぶらあげとひらたけのみそしる
つくば市,すこやか給食センター豊里,2026,5,13,水,わかめごはん、かつおのあげに、ポテトマカロニサラダ （ノンエッグマヨネーズ）、キャベツのみそしる
つくば市,ほがらか給食センター谷田部,2026,5,13,水,しょくパン（いちごジャム） 牛乳、やさいコロッケ、ごぼうサラダ （シーザーサラダドレッシング）、トマトスープ
つくば市,桜学校給食センター,2026,5,13,水,きつねうどん （ソフトめん）、いかのてんぷら、だいこんとこまつなのいそかあえ （しょうゆ）
つくば市,筑波学校給食センター,2026,5,13,水,バターパン、プレーンオムレツ（ケチャップ）、シーザーサラダ （シーザーサラダドレッシング）、やさいのコンソメスープ
つくば市,すこやか給食センター豊里,2026,5,14,木,むぎごはん、プルコギ、くきわかめサラダ（しおドレッシング）、チンゲンサイのワンタンスープ
つくば市,ほがらか給食センター谷田部,2026,5,14,木,ごはん 牛乳、とりにくのたつたあげ、ちくわとみずなのサラダ （たまねぎドレッシング）、かぶとなめこのみそしる
つくば市,桜学校給食センター,2026,5,14,木,ごもくごはん、さばのしおやき、ひじきのにもの、にらのみそしる
つくば市,筑波学校給食センター,2026,5,14,木,むぎごはん、さわらのさいきょうやき、ごもくきんぴら、なめこじる
つくば市,すこやか給食センター豊里,2026,5,15,金,ごもくうどん （ソフトめん＋スープ）、ちくわのしんちゃあげ （小２まで１こ 小３から２こ）、はるだいこんとみずなのサラダ （たまねぎドレッシング）
