city,center,year,month,day,weekday,menus
つくばみらい市,A中学校,2026,9,1,火,金芽米ご飯、牛乳、いわしカリカリフライ、ブロッコリーと赤ピーマンのサラダ、チキンカレー
つくばみらい市,A幼稚園・小学校,2026,9,1,火,こんだてめい、きんめまいごはん、ぎゅうにゅう、いわしカリカリフライ、ブロッコリーとあかピーマンのサラダ、チキンカレー
つくばみらい市,B小学校,2026,9,1,火,こんだてめい、きんめまいごはん、ぶたそぼろとナムルを、ぎゅうにゅう、ごはんにのせてたべましょう。、ビビンバのぐ（ぶたそぼろ）、ビビンバのぐ（ナムル）、はるさめスープ
つくばみらい市,A中学校,2026,9,2,水,豚そぼろとナムルを、ご飯にのせて食べましょう。、ビビンバの具（豚そぼろ）、ビビンバの具（ナムル）、春雨スープ、９月のテーマ、埼玉県伊奈町
つくばみらい市,A幼稚園・小学校,2026,9,2,水,ぶたそぼろとナムルを、ごはんにのせてたべましょう。、ビビンバのぐ（ぶたそぼろ）、ビビンバのぐ（ナムル）、はるさめスープ、9がつのテーマ、さいたまけん
つくばみらい市,B小学校,2026,9,2,水,いわしカリカリフライ、ブロッコリーとあかピーマンのサラダ
つくばみらい市,A中学校,2026,9,3,木,フィリピン共和国カルカル市、金芽米ご飯、牛乳、【伊奈町】、豚肉のいーなソース、【伊奈町】、こんにゃくサラダ、ドレッシング、【フィリピン】、シニガンスープ
つくばみらい市,A幼稚園・小学校,2026,9,3,木,フィリピンきょうわこく、きねんこんだて―、きんめまいごはん、ぎゅうにゅう、【いなまち】ぶたにくのいーなソース、【いなまち】、こんにゃくサラダ、ドレッシング、【フィリピン】シニガンスープ、【フィリピン】
つくばみらい市,B小学校,2026,9,3,木,チキンカレー、きんめまいごはん、ぎゅうにゅう、わふうハンバーグ、とりささみときゅうりのサラダ、キャベツのみそしる、9がつのテーマ、さいたまけん
つくばみらい市,A中学校,2026,9,4,金,★バナナのスティックケーキ、和風ハンバーグ、鶏ささみときゅうりのサラダ、キャベツのみそ汁
つくばみらい市,A幼稚園・小学校,2026,9,4,金,★バナナのスティックケーキ、わふうハンバーグ、とりささみときゅうりのサラダ、キャベツのみそしる
つくばみらい市,B小学校,2026,9,4,金,フィリピンきょうわこく、きねんこんだて―、【いなまち】ぶたにくのいーなソース、【いなまち】、こんにゃくサラダ、ドレッシング、【フィリピン】シニガンスープ、【フィリピン】
つくばみらい市,A中学校,2026,9,7,月,金芽米ご飯、牛乳、いかのかりん揚げ、切り干し大根とハムのサラダ、豚汁
つくばみらい市,A幼稚園・小学校,2026,9,7,月,きんめまいごはん、ぎゅうにゅう、いかのかりんあげ、きりぼしだいこんとハムのサラダ、とんじる
つくばみらい市,B小学校,2026,9,7,月,★バナナのスティックケーキ、よぼうげっかんげんえんこんだて―、きんめまいごはん、ぎゅうにゅう、さばのしおこうじカレーやき、おかかあえ、もずくのみそしる
つくばみらい市,A中学校,2026,9,8,火,鶏肉のねぎみそかけ、春雨サラダ、たまご入りクッパスープ
つくばみらい市,A幼稚園・小学校,2026,9,8,火,とりにくのねぎみそかけ、はるさめサラダ、たまごいりクッパスープ
つくばみらい市,B小学校,2026,9,8,火,やさいプルコギ、わかめサラダ、えびとチンゲンサイのスープ
つくばみらい市,A中学校,2026,9,9,水,減塩献立―、金芽米ご飯、牛乳、さばの塩こうじカレー焼き、おかかあえ、もずくのみそ汁
つくばみらい市,A幼稚園・小学校,2026,9,9,水,よぼうげっかんげんえんこんだて―、きんめまいごはん、ぎゅうにゅう、さばのしおこうじカレーやき、おかかあえ、もずくのみそしる
つくばみらい市,B小学校,2026,9,9,水,★ぶどうゼリー、きんめまいごはん、ぎゅうにゅう、いかのかりんあげ、きりぼしだいこんとハムのサラダ、とんじる
つくばみらい市,A中学校,2026,9,10,木,鶏肉のレモン煮、のリ酢あえ、豆乳ごまスープ
